time_utc,symbol,score,label,entry_px,ret5_pct,mfe2_from_entry,mae2_from_entry,exit,pnl_pct_after_fee,notional_usd,pnl_usd,equity_after,drawdown_pct,R,month
2026-05-18T01:05:00+00:00,APRUSDT,82,REAL_CONTINUATION,0.14935,7.46923796502843,17.14094409106126,-3.8299296953465234,target,11.9,1254.7269974926521,149.31251270162562,10187.128492642843,0.0,1.4875,2026-05
2026-06-02T17:45:00+00:00,KOMAUSDT,75,FAILED_OR_PARTIAL,0.007130999999999999,9.070052003670837,1.1078390127611915,-5.959893423082308,time_mid,-2.5260272051605583,1273.3910615803554,-32.16620464360262,10154.96228799924,-0.3157534006450802,-0.3157534006450698,2026-06
2026-06-08T20:50:00+00:00,DODOXUSDT,73,FAILED_OR_PARTIAL,0.017179,7.241400836506662,7.107514989231034,-6.234355899644917,time_mid,0.33657954479305874,1269.370285999905,4.272440730356829,10159.234728729598,-0.27381380271574995,0.04207244309913234,2026-06
2026-06-13T02:15:00+00:00,AGTUSDT,81,FAILED_OR_PARTIAL,0.015828,10.445886539669246,3.607530957796312,-1.5163002274450221,time_mid,0.945615365175645,1269.9043410911997,12.008410572390918,10171.243139301989,-0.15593553524260173,0.11820192064695563,2026-06
2026-06-16T05:30:00+00:00,BRUSDT,82,REAL_CONTINUATION,0.12151,8.056914184081831,30.746440622171022,-0.21397415850548107,target,11.9,1271.4053924127486,151.2972416971171,10322.540380999106,0.0,1.4875,2026-06
2026-06-16T12:30:00+00:00,DRIFTUSDT,76,FAILED_OR_PARTIAL,0.01875,9.45709281961471,1.0666666666666824,-12.426666666666664,stop,-8.1,1290.3175476248882,-104.51572135761594,10218.024659641489,-1.012500000000005,-1.0125,2026-06
2026-06-19T09:35:00+00:00,GRIFFAINUSDT,72,FAILED_OR_PARTIAL,0.009136,8.156742038593578,3.995183887915954,-11.372591943957955,stop,-8.1,1277.2530824551861,-103.45749967887008,10114.567159962618,-2.0147484375000135,-1.0125,2026-06
2026-06-22T13:30:00+00:00,AVAAIUSDT,81,FAILED_OR_PARTIAL,0.005613,9.096209912536434,3.474078033137351,-5.5763406378050995,time_mid,-1.1511313023338743,1264.3208949953273,-14.553993584239006,10100.01316637838,-2.1557408003008316,-0.14389141279173429,2026-06
2026-07-01T06:30:00+00:00,BROCCOLIF3BUSDT,74,FAILED_OR_PARTIAL,0.006036,7.28759331674369,7.670642809807826,-16.500994035785276,stop,-8.1,1262.5016457972974,-102.26263330958109,9997.750533068798,-3.1464139246977885,-1.0125,2026-07
2026-07-02T01:30:00+00:00,BIRBUSDT,78,REAL_CONTINUATION,0.0635,7.681872138375434,6.724409448818891,-5.307086614173217,time_mid,0.608661417322837,1249.7188166335998,7.606556261872255,10005.35708933067,-3.072725123481046,0.07608267716535462,2026-07
2026-07-03T20:30:00+00:00,CHILLGUYUSDT,80,FAILED_OR_PARTIAL,0.010334,7.0215410107705045,4.412618540739288,-0.8418811689568373,time_mid,1.6853686858912253,1250.6696361663337,21.078394411897108,10026.435483742567,-2.8685273811239753,0.21067108573640317,2026-07
2026-07-04T11:00:00+00:00,OGNUSDT,96,REAL_CONTINUATION,0.01838,9.9940155595452,25.136017410228483,-1.1969532100108982,target,11.9,1253.304435467821,149.1432278206707,10175.578711563237,-1.4236967259181998,1.4875,2026-07
2026-07-12T14:55:00+00:00,AZTECUSDT,77,FAILED_OR_PARTIAL,0.01481,7.008670520231219,3.3760972316002835,-3.0384875084402463,time_mid,0.06880486158001861,1271.9473389454047,0.8751616059321159,10176.45387316917,-1.4152185647908877,0.008600607697502326,2026-07
2026-07-13T14:05:00+00:00,BANUSDT,70,FAILED_OR_PARTIAL,0.07203,8.348375451263546,3.6929057337220517,-1.207830070803828,time_mid,1.1425378314591117,1272.0567341461463,14.533729425242978,10190.987602594412,-1.2744225117960806,0.14281722893238896,2026-07
2026-07-15T04:45:00+00:00,AKEUSDT,76,REAL_CONTINUATION,0.0002135,13.503455608718774,101.31147540983605,-0.23419203747073736,target,11.9,1273.8734503243015,151.5909405885919,10342.578543183005,0.0,1.4875,2026-07
2026-07-21T20:10:00+00:00,BNCUSDT,89,FAILED_OR_PARTIAL,3.481,12.290322580645151,0.3160011490950909,-12.352772191898865,stop,-8.1,1292.8223178978756,-104.71860774972792,10237.859935433276,-1.012500000000005,-1.0125,2026-07
2026-07-22T15:05:00+00:00,LISTAUSDT,96,REAL_CONTINUATION,0.0579,11.560693641618492,9.32642487046631,-13.454231433506047,stop,-8.1,1279.7324919291596,-103.65833184626193,10134.201603587015,-2.0147484375000024,-1.0125,2026-07
2026-07-24T03:15:00+00:00,AGTUSDT,100,FAILED_OR_PARTIAL,0.015026999999999999,15.290777965321457,1.0647501164570583,-9.043721301657005,stop,-8.1,1266.7752004483768,-102.60879123631852,10031.592812350696,-3.0068491095703087,-1.0125,2026-07
2026-07-30T02:30:00+00:00,KOMAUSDT,75,REAL_CONTINUATION,0.00903,7.397716460513792,8.837209302325565,-5.980066445182731,time_mid,1.3285714285714172,1253.949101543837,16.659609491939406,10048.252421842635,-2.8457711982701417,0.16607142857142715,2026-07
2026-08-11T04:35:00+00:00,BTRUSDT,86,REAL_CONTINUATION,0.0247,12.06896551724137,36.19433198380568,-0.2024291497975783,target,11.9,1256.0315527303294,149.4677547749092,10197.720176617544,-1.4006020448444123,1.4875,2026-08
2026-08-14T07:00:00+00:00,CROSSUSDT,81,FAILED_OR_PARTIAL,0.11452,7.9359095193213935,0.689835836535102,-5.1955990220048935,time_mid,-2.352881592734896,1274.715022077193,-29.99253511428084,10167.727641503263,-1.6905929304737,-0.294110199091862,2026-08
2026-08-14T17:05:00+00:00,DOLOUSDT,84,REAL_CONTINUATION,0.02549,8.560477001703571,27.42251863475873,-10.317771675166732,both_stop_first,-8.1,1270.9659551879079,-102.94824237022054,10064.779399133042,-2.6859756770526544,-1.0125,2026-08
2026-08-17T12:55:00+00:00,HAEDALUSDT,86,FAILED_OR_PARTIAL,0.01834,8.073070123747783,7.797164667393686,-9.323882224645585,stop,-8.1,1258.0974248916302,-101.90589141622205,9962.87350771682,-3.6712801733225,-1.0125,2026-08
2026-08-26T03:30:00+00:00,FLUIDUSDT,98,REAL_CONTINUATION,1.48,12.291350531107724,10.472972972972983,-1.6891891891891775,time_mid,4.291891891891903,1245.3591884646025,53.449470034643085,10016.322977751463,-3.1544896088469443,0.5364864864864879,2026-08
