symbol,time_utc,price,ret5_pct,range_pct,body_pct,close_pos,quote_volume_5m,volume24_usd,rvol,vol_accel_1h,range12_pct,trades,trades_accel,taker_buy_share,mfe_30m_pct,mae_30m_pct,mfe_1h_pct,mae_1h_pct,mfe_2h_pct,mae_2h_pct,mfe_4h_pct,mae_4h_pct,label
NAORISUSDT,2026-06-07 00:10:00+00:00,0.0298,5.3020134228187965,6.056527590847916,87.7777777777777,0.9222222222222216,121850.79713,1539618.5382,42.20557505259292,61.42984106946151,5.528511821974957,2018,26.06673842841765,0.5792515561855316,8.892617449664431,4.664429530201342,9.697986577181194,4.664429530201342,18.42281879194632,4.664429530201342,22.416107382550333,4.664429530201342,REAL_CONTINUATION
AGTUSDT,2026-03-29 14:05:00+00:00,0.006413,12.521440823327625,15.125526274754383,82.7835051546392,0.827835051546392,615354.870313,1506342.7800790002,397.8301836061792,248.39876098391056,3.317011530563896,7273,33.43908045977012,0.4726351689539162,14.610946514891609,9.527522220489626,14.610946514891609,9.527522220489626,17.542491813503823,6.892250116949938,17.542491813503823,6.892250116949938,FAILED_OR_PARTIAL
BROCCOLIF3BUSDT,2026-06-07 20:15:00+00:00,0.00481,3.097713097713095,9.472799831968072,33.03769401330373,0.439024390243903,139519.113197,1101356.232611,71.78620479361496,12.814960818147616,10.860838537020513,2504,7.802648662685017,0.5415278168899986,8.108108108108091,1.8918918918918948,17.442827442827458,1.8918918918918948,17.442827442827458,1.8918918918918948,17.442827442827458,1.8918918918918948,FAILED_OR_PARTIAL
AGTUSDT,2026-07-26 06:25:00+00:00,0.014499,6.917718463342304,11.111877976395878,62.298136645962806,0.6291925465838515,380214.544576,1156992.38562,235.3230267432681,105.6354783051778,5.145725840189641,4519,38.0814606741573,0.5273658573230099,15.890751086281796,6.159045451410439,17.242568452996764,-0.8207462583626368,17.242568452996764,-1.041451134561,17.242568452996764,-1.041451134561,FAILED_OR_PARTIAL
KOMAUSDT,2026-07-30 02:30:00+00:00,0.008408,7.397716460513792,8.49393290506779,87.11484593837532,0.8739495798319329,393816.445286,1438853.958027,213.2771799842249,25.44530915023024,8.762223365928978,5744,22.0287631831256,0.446610802736461,9.83587059942912,0.9752616555661175,9.83587059942912,0.9752616555661175,16.888677450047563,0.9752616555661175,25.97526165556612,0.9752616555661175,REAL_CONTINUATION
MAVUSDT,2026-07-08 20:25:00+00:00,0.00978,1.4314928425357865,10.143442622950817,14.141414141414096,0.1616161616161621,950489.97586,1883279.71568,585.8297571619136,45.09936133678412,7.456140350877183,16717,70.31335436382756,0.5306087327051255,1.4314928425357865,-5.112474437627812,1.4314928425357865,-5.112474437627812,16.66666666666665,-5.112474437627812,19.83640081799589,-5.112474437627812,FAILED_OR_PARTIAL
CHILLGUYUSDT,2026-07-24 19:35:00+00:00,0.009907,13.525789845563764,31.625745175305653,42.811501597444106,0.4313099041533547,1207673.859593,1784851.000498,1117.5397638920035,969.2643338368392,5.84896097313734,24155,450.79315707620526,0.538195220722957,14.131422226708402,5.036842636519645,14.131422226708402,4.249520541031604,16.614514989401453,4.249520541031604,16.614514989401453,4.249520541031604,FAILED_OR_PARTIAL
AGTUSDT,2026-07-24 03:15:00+00:00,0.013034,15.290777965321457,17.701096186506106,86.91670300915831,0.9040558220671612,824500.22142,1770127.550459,393.411982737543,137.27883075662257,4.223013048635815,10904,46.21971034969975,0.5252147121248738,16.518336657971467,5.470308424121528,16.518336657971467,4.864201319625594,16.518336657971467,4.864201319625594,16.518336657971467,4.864201319625594,FAILED_OR_PARTIAL
HAEDALUSDT,2026-08-17 12:55:00+00:00,0.01697,8.073070123747783,8.726415094339647,92.5675675675674,0.9324324324324306,456504.58699,1118016.21312,330.235196706796,146.3371618621877,2.51346499102334,5818,94.8586956521739,0.5119446977322912,16.49970536240424,-0.2357100766057662,16.49970536240424,-0.2357100766057662,16.49970536240424,-2.003535651149091,16.49970536240424,-3.6535061873895103,FAILED_OR_PARTIAL
ESPORTSUSDT,2026-05-11 09:55:00+00:00,0.3739,5.616474993313703,7.679957184907682,73.17073170731693,0.7386759581881531,298683.85701,1640445.68518,116.73841543014284,65.49605398287058,4.531638574191765,5024,38.1087231352718,0.6299874421191104,13.26557903182668,4.947847017919238,16.448248194704473,4.947847017919238,16.448248194704473,4.947847017919238,19.630917357582224,4.947847017919238,FAILED_OR_PARTIAL
INXUSDT,2026-07-27 08:20:00+00:00,0.00761,7.490144546649158,9.724047306176086,77.02702702702703,0.7702702702702703,551913.061237,1234220.601536,483.8441733467288,63.4030862127691,7.047592306612383,7641,38.28475991649269,0.5308509634295252,11.511169513797649,5.400788436268078,11.524310118265449,5.400788436268078,16.3994743758213,5.400788436268078,16.3994743758213,3.416557161629452,FAILED_OR_PARTIAL
IRYSUSDT,2026-04-07 14:15:00+00:00,0.01914,10.710553814002076,12.539184952978054,85.41666666666667,0.8541666666666667,535149.563631,1332819.84451,392.8550834788185,356.15740164329526,6.820566631689395,7139,122.90961262553802,0.4543791734634879,13.375130616509924,8.934169278996862,15.726227795193305,8.934169278996862,15.726227795193305,8.934169278996862,17.60710553814,8.934169278996862,FAILED_OR_PARTIAL
AGTUSDT,2026-08-11 03:05:00+00:00,0.014096,10.86833144154371,14.77272727272727,73.65384615384616,0.7442307692307687,629882.928779,1635306.103084,345.79644447559724,302.7683097159851,3.5411073216747635,7670,73.69095276220978,0.5228433649065419,15.63564131668558,6.533768444948929,15.63564131668558,6.533768444948929,15.63564131668558,6.533768444948929,15.63564131668558,6.533768444948929,FAILED_OR_PARTIAL
BROCCOLIF3BUSDT,2026-07-01 06:30:00+00:00,0.005626,7.28759331674369,9.735146743020762,75.36764705882347,0.8235294117647048,353639.928166,1507248.3491890002,429.7682220048094,6.361152112297507,20.059498512537168,5903,6.134580410496233,0.5409384169940342,15.517241379310342,-10.415926057589752,15.517241379310342,-10.415926057589752,15.517241379310342,-10.415926057589752,15.517241379310342,-10.415926057589752,FAILED_OR_PARTIAL
BRUSDT,2026-03-21 06:05:00+00:00,0.05627,8.867958059356674,22.10769504176291,40.11254019292608,0.4011254019292607,907762.84685,1724304.8482,959.9279320841486,2654.7678151433124,6.510177883733714,9313,238.28571428571428,0.6055682292985882,12.457792784787625,7.2152123689354974,12.457792784787625,7.144126532788353,15.514483739114992,5.900124400213258,15.97654167407143,5.900124400213258,FAILED_OR_PARTIAL
AGTUSDT,2026-08-12 17:30:00+00:00,0.014865,14.813319878910193,19.78036785016506,74.99999999999999,0.7574931880108988,962007.225467,1875240.349718,511.160789598052,411.9250865504335,4.752094492514769,18688,157.26227208976158,0.5331556009925147,15.472586612848982,3.8883282879246472,15.472586612848982,3.8883282879246472,15.472586612848982,3.4376051126808083,15.472586612848982,3.4376051126808083,FAILED_OR_PARTIAL
BIRBUSDT,2026-07-02 01:30:00+00:00,0.05897,7.681872138375434,8.037383177570101,95.77167019027486,0.9830866807611,401634.22422,1558808.84244,200.3904202871066,27.49102569098844,14.247619047619043,5328,18.18947368421053,0.5859718101888802,14.922842123113432,1.9671019162285968,14.922842123113432,1.9671019162285968,14.922842123113432,1.9671019162285968,85.21282007800575,1.9671019162285968,REAL_CONTINUATION
DODOXUSDT,2026-06-08 20:50:00+00:00,0.016019,7.241400836506662,8.488196885986943,85.7988165680475,0.9252958579881654,310132.248621,1905345.404617,98.60297835193332,25.730100989555048,6.772324698674836,9298,26.591039084842706,0.5173389417560103,14.863599475622705,6.8231475123291085,14.863599475622705,4.338597914975972,14.863599475622705,0.5555902365940613,14.863599475622705,0.5555902365940613,FAILED_OR_PARTIAL
AGTUSDT,2026-08-31 16:10:00+00:00,0.015332,7.68327680667884,13.038090268719005,58.92946473236622,0.5892946473236622,1175659.551377,1723424.3442640002,1105.009112498071,199.27353271230848,5.415549597855218,15868,111.09451575262544,0.5152845449581498,14.792590660057405,4.89825202191494,14.792590660057405,4.89825202191494,14.792590660057405,4.89825202191494,17.186277067571098,4.89825202191494,FAILED_OR_PARTIAL
