time,symbol,score,label,exit,pnl_pct,R,pnl_usd,equity,dd
2025-10-10 21:20:00+00:00,BULLAUSDT,75,REAL_CONTINUATION,stop,-8.1,-1.0125,-101.25,9898.75,-1.012500000000005
2025-11-10 00:10:00+00:00,FLUIDUSDT,90,FAILED_OR_PARTIAL,time_mid,-1.2056797020484287,-0.15070996275605358,-14.918402438314855,9883.831597561684,-1.1616840243831583
2025-11-26 12:00:00+00:00,DODOXUSDT,96,REAL_CONTINUATION,target,15.9,1.9875,196.44115300153848,10080.272750563223,0.0
2025-12-12 16:15:00+00:00,BROCCOLIF3BUSDT,73,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-102.06276159945263,9978.20998896377,-1.012500000000005
2025-12-28 00:00:00+00:00,BULLAUSDT,90,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-101.02937613825817,9877.180612825512,-2.0147484375000024
2025-12-28 08:50:00+00:00,AKEUSDT,77,FAILED_OR_PARTIAL,time_mid,2.27262191121802,0.2840777389022525,28.058871352206364,9905.239484177719,-1.736394150403564
2025-12-29 17:15:00+00:00,MAVIAUSDT,81,FAILED_OR_PARTIAL,time_mid,0.6285483000539661,0.07856853750674576,7.782401799259161,9913.021885976978,-1.6591898723861465
2026-01-25 00:00:00+00:00,GUSDT,84,REAL_CONTINUATION,target,15.9,1.9875,197.02130998379243,10110.04319596077,0.0
2026-01-25 05:00:00+00:00,AGTUSDT,86,FAILED_OR_PARTIAL,time_mid,-3.3518275775145154,-0.41897844718931443,-42.358901992605375,10067.684293968165,-0.4189784471893221
2026-01-27 00:00:00+00:00,ONGUSDT,92,REAL_CONTINUATION,time_mid,3.774397194213064,0.471799649276633,47.499299189220466,10115.183593157386,0.0
2026-01-31 23:35:00+00:00,MAVIAUSDT,75,FAILED_OR_PARTIAL,time_mid,-2.3727272727272544,-0.2965909090909068,-30.000714975159745,10085.182878182226,-0.29659090909091024
2026-02-08 15:05:00+00:00,FLUXUSDT,92,REAL_CONTINUATION,stop,-8.1,-1.0125,-102.11247664159504,9983.070401540632,-1.3060879261363567
2026-02-09 00:45:00+00:00,AGTUSDT,94,FAILED_OR_PARTIAL,time_mid,-0.6100000000000051,-0.07625000000000064,-7.612091181174795,9975.458310359458,-1.3813420340926696
2026-02-11 16:20:00+00:00,BLESSUSDT,78,REAL_CONTINUATION,stop,-8.1,-1.0125,-101.0015153923895,9874.456794967069,-2.3798559459974777
2026-02-12 05:30:00+00:00,JCTUSDT,89,FAILED_OR_PARTIAL,time_mid,1.364577656675764,0.1705722070844705,16.843078892777797,9891.299873859847,-2.2133431117255187
2026-02-22 10:20:00+00:00,BELUSDT,79,REAL_CONTINUATION,target,15.9,1.9875,196.58958499296446,10087.889458852811,-0.2698333060710656
2026-02-23 05:35:00+00:00,KOMAUSDT,80,FAILED_OR_PARTIAL,time_mid,-0.5172461752433964,-0.06465577190542456,-6.522402798587241,10081.367056054223,-0.33431461516960637
2026-03-10 04:20:00+00:00,AINUSDT,92,REAL_CONTINUATION,stop,-8.1,-1.0125,-102.07384144254901,9979.293214611675,-1.3434296796910106
2026-03-10 19:35:00+00:00,LUMIAUSDT,91,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-101.04034379794321,9878.25287081373,-2.3423274541841455
2026-03-22 13:10:00+00:00,BLUAIUSDT,79,REAL_CONTINUATION,time_mid,1.1813171080887586,0.14766463851109482,14.586686392898942,9892.83955720663,-2.1981216050410146
2026-03-29 14:05:00+00:00,AGTUSDT,84,FAILED_OR_PARTIAL,time_mid,-0.3702328159645275,-0.04627910199556594,-4.57831730893735,9888.261239897693,-2.2433834360969906
2026-04-01 06:20:00+00:00,LQTYUSDT,77,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-100.11864505396414,9788.142594843728,-3.2331691788065164
2026-04-02 16:00:00+00:00,BMTUSDT,73,REAL_CONTINUATION,target,15.9,1.9875,194.5393340725191,9982.681928916247,-1.3099284162352953
2026-04-07 14:15:00+00:00,IRYSUSDT,95,FAILED_OR_PARTIAL,time_mid,1.3629542236904324,0.17036927796130405,17.00742312346819,9999.689352039715,-1.1417908538585375
2026-04-10 12:20:00+00:00,MAVIAUSDT,88,FAILED_OR_PARTIAL,time_mid,1.7453706649697642,0.21817133312122053,21.816455567325786,10021.505807607042,-0.926110581064632
2026-04-11 14:20:00+00:00,AINUSDT,98,REAL_CONTINUATION,stop,-8.1,-1.0125,-101.4677463020213,9920.03806130502,-1.9292337114313551
2026-04-14 04:10:00+00:00,BELUSDT,80,FAILED_OR_PARTIAL,time_mid,-1.5598540145985553,-0.19498175182481942,-19.34226399362138,9900.695797311399,-2.120453809568834
2026-05-10 17:50:00+00:00,ALCHUSDT,92,REAL_CONTINUATION,target,15.9,1.9875,196.77632897156406,10097.472126282963,-0.17509782903400994
2026-05-11 05:15:00+00:00,JCTUSDT,70,FAILED_OR_PARTIAL,time_mid,1.4660316435259946,0.18325395544074932,18.504017070940662,10115.976143353902,0.0
2026-05-14 15:15:00+00:00,DODOXUSDT,100,REAL_CONTINUATION,stop,-8.1,-1.0125,-102.42425845145827,10013.551884902445,-1.012499999999994
2026-05-18 01:05:00+00:00,APRUSDT,82,REAL_CONTINUATION,target,15.9,1.9875,199.0193437124361,10212.571228614881,0.0
2026-06-02 17:45:00+00:00,KOMAUSDT,75,FAILED_OR_PARTIAL,time_mid,-2.5260272051605583,-0.3157534006450698,-32.246540947651475,10180.32468766723,-0.31575340064506907
2026-06-08 20:50:00+00:00,DODOXUSDT,73,FAILED_OR_PARTIAL,time_mid,0.33657954479305874,0.04207244309913234,4.283111311525718,10184.607798978755,-0.27381380271574995
2026-06-13 02:15:00+00:00,AGTUSDT,81,FAILED_OR_PARTIAL,time_mid,0.945615365175645,0.11820192064695563,12.038402028752524,10196.646201007508,-0.15593553524260173
2026-06-16 05:30:00+00:00,BRUSDT,82,REAL_CONTINUATION,target,15.9,1.9875,202.65834324502424,10399.304544252533,0.0
2026-06-16 12:30:00+00:00,DRIFTUSDT,76,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-105.2929585105569,10294.011585741975,-1.012500000000005
