time,symbol,score,label,exit,pnl_pct,R,pnl_usd,equity,dd
2025-10-10 21:20:00+00:00,BULLAUSDT,75,REAL_CONTINUATION,both_stop_first,-8.1,-1.0125,-101.25,9898.75,-1.012500000000005
2025-11-10 00:10:00+00:00,FLUIDUSDT,90,FAILED_OR_PARTIAL,time_mid,-1.2056797020484287,-0.15070996275605358,-14.918402438314855,9883.831597561684,-1.1616840243831583
2025-11-26 12:00:00+00:00,DODOXUSDT,96,REAL_CONTINUATION,target,11.9,1.4875,147.02199501373008,10030.853592575415,0.0
2025-12-12 16:15:00+00:00,BROCCOLIF3BUSDT,73,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-101.56239262482607,9929.291199950589,-1.012500000000005
2025-12-28 00:00:00+00:00,BULLAUSDT,90,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-100.53407339949972,9828.757126551089,-2.0147484375000024
2025-12-28 08:50:00+00:00,AKEUSDT,77,FAILED_OR_PARTIAL,time_mid,2.27262191121802,0.2840777389022525,27.92131100730034,9856.678437558388,-1.7363941504035751
2025-12-29 17:15:00+00:00,MAVIAUSDT,81,FAILED_OR_PARTIAL,time_mid,0.6285483000539661,0.07856853750674576,7.744248095132384,9864.42268565352,-1.6591898723861576
2026-01-25 00:00:00+00:00,GUSDT,84,REAL_CONTINUATION,target,11.9,1.4875,146.73328744909614,10011.155973102617,-0.19637032173789315
2026-01-25 05:00:00+00:00,AGTUSDT,86,FAILED_OR_PARTIAL,time_mid,-3.3518275775145154,-0.41897844718931443,-41.94458584180565,9969.211387260812,-0.6145260196024571
2026-01-27 00:00:00+00:00,ONGUSDT,92,REAL_CONTINUATION,time_mid,3.774397194213064,0.471799649276633,47.034704360742666,10016.246091621555,-0.145625701931007
2026-01-31 23:35:00+00:00,MAVIAUSDT,75,FAILED_OR_PARTIAL,time_mid,-2.3727272727272544,-0.2965909090909068,-29.70727533992279,9986.538816281633,-0.4417846984286822
2026-02-08 15:05:00+00:00,FLUXUSDT,92,REAL_CONTINUATION,stop,-8.1,-1.0125,-101.11370551485153,9885.42511076678,-1.4498116283571005
2026-02-09 00:45:00+00:00,AGTUSDT,94,FAILED_OR_PARTIAL,time_mid,-0.6100000000000051,-0.07625000000000064,-7.537636646959733,9877.887474119821,-1.5249561469904749
2026-02-11 16:20:00+00:00,BLESSUSDT,78,REAL_CONTINUATION,both_stop_first,-8.1,-1.0125,-100.0136106754632,9777.873863444358,-2.5220159660022
2026-02-12 05:30:00+00:00,JCTUSDT,89,FAILED_OR_PARTIAL,time_mid,1.364577656675764,0.1705722070844705,16.678335254812627,9794.55219869917,-2.355745617213967
2026-02-22 10:20:00+00:00,BELUSDT,79,REAL_CONTINUATION,target,11.9,1.4875,145.69396395565016,9940.24616265482,-0.9032873332700309
2026-02-23 05:35:00+00:00,KOMAUSDT,80,FAILED_OR_PARTIAL,time_mid,-0.5172461752433964,-0.06465577190542456,-6.426942885763817,9933.819219769055,-0.9673590777776075
2026-03-10 04:20:00+00:00,AINUSDT,92,REAL_CONTINUATION,both_stop_first,-8.1,-1.0125,-100.57991960016169,9833.239300168894,-1.970064567115104
2026-03-10 19:35:00+00:00,LUMIAUSDT,91,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-99.56154791421005,9733.677752254684,-2.9626176633730683
2026-03-22 13:10:00+00:00,BLUAIUSDT,79,REAL_CONTINUATION,time_mid,1.1813171080887586,0.14766463851109482,14.373200066701738,9748.050952321386,-2.819327763525059
2026-03-29 14:05:00+00:00,AGTUSDT,84,FAILED_OR_PARTIAL,time_mid,-0.3702328159645275,-0.04627910199556594,-4.511310442804551,9743.539641878582,-2.8643021059493456
2026-04-01 06:20:00+00:00,LQTYUSDT,77,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-98.65333887402065,9644.886303004561,-3.847801047126609
2026-04-02 16:00:00+00:00,BMTUSDT,73,REAL_CONTINUATION,target,11.9,1.4875,143.46768375719287,9788.353986761755,-2.4175370877026148
2026-04-07 14:15:00+00:00,IRYSUSDT,95,FAILED_OR_PARTIAL,time_mid,1.3629542236904324,0.17036927796130405,16.67634801154252,9805.030334773297,-2.251286550222076
2026-04-10 12:20:00+00:00,MAVIAUSDT,88,FAILED_OR_PARTIAL,time_mid,1.7453706649697642,0.21817133312122053,21.391765394314973,9826.422100167612,-2.0380268789798484
2026-04-11 14:20:00+00:00,AINUSDT,98,REAL_CONTINUATION,stop,-8.1,-1.0125,-99.49252376419707,9726.929576403416,-3.029891856830169
2026-04-14 04:10:00+00:00,BELUSDT,80,FAILED_OR_PARTIAL,time_mid,-1.5598540145985553,-0.19498175182481942,-18.965737686837866,9707.963838716578,-3.218965872434143
2026-05-10 17:50:00+00:00,ALCHUSDT,92,REAL_CONTINUATION,target,11.9,1.4875,144.4059621009091,9852.369800817487,-1.779347989786606
2026-05-11 05:15:00+00:00,JCTUSDT,70,FAILED_OR_PARTIAL,time_mid,1.4660316435259946,0.18325395544074932,18.05485736464792,9870.424658182135,-1.5993547599181923
2026-05-14 15:15:00+00:00,DODOXUSDT,100,REAL_CONTINUATION,stop,-8.1,-1.0125,-99.93804966409412,9770.486608518042,-2.5956612929740053
2026-05-18 01:05:00+00:00,APRUSDT,82,REAL_CONTINUATION,target,11.9,1.4875,145.3359883017059,9915.822596819748,-1.1467717547069989
2026-06-02 17:45:00+00:00,KOMAUSDT,75,FAILED_OR_PARTIAL,time_mid,-2.5260272051605583,-0.3157534006450698,-31.309547051390624,9884.513049768357,-1.458904184538945
2026-06-08 20:50:00+00:00,DODOXUSDT,73,FAILED_OR_PARTIAL,time_mid,0.33657954479305874,0.04207244309913234,4.158656128490103,9888.671705896846,-1.4174455380727369
2026-06-13 02:15:00+00:00,AGTUSDT,81,FAILED_OR_PARTIAL,time_mid,0.945615365175645,0.11820192064695563,11.688599882842144,9900.360305779688,-1.3009190652759073
2026-06-16 05:30:00+00:00,BRUSDT,82,REAL_CONTINUATION,target,11.9,1.4875,147.26785954847287,10047.62816532816,0.0
2026-06-16 12:30:00+00:00,DRIFTUSDT,76,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-101.73223517394763,9945.895930154213,-1.012500000000005
2026-06-19 09:35:00+00:00,GRIFFAINUSDT,72,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-100.70219629281141,9845.1937338614,-2.0147484375000024
2026-06-22 13:30:00+00:00,AVAAIUSDT,81,FAILED_OR_PARTIAL,time_mid,-1.1511313023338743,-0.14389141279173429,-14.166388355736466,9831.027345505665,-2.1557408003008205
2026-07-01 06:30:00+00:00,BROCCOLIF3BUSDT,74,FAILED_OR_PARTIAL,stop,-8.1,-1.0125,-99.53915187324486,9731.48819363242,-3.1464139246977663
2026-07-02 01:30:00+00:00,BIRBUSDT,78,REAL_CONTINUATION,time_mid,0.608661417322837,0.07608267716535462,7.403976745745954,9738.892170378165,-3.072725123481035
2026-07-03 20:30:00+00:00,CHILLGUYUSDT,80,FAILED_OR_PARTIAL,time_mid,1.6853686858912253,0.21067108573640317,20.51702987403324,9759.4092002522,-2.868527381123953
2026-07-04 11:00:00+00:00,OGNUSDT,96,REAL_CONTINUATION,target,11.9,1.4875,145.1712118537515,9904.58041210595,-1.4236967259181887
2026-07-12 14:55:00+00:00,AZTECUSDT,77,FAILED_OR_PARTIAL,time_mid,0.06880486158001861,0.008600607697502326,0.851854105328892,9905.432266211279,-1.4152185647908766
2026-07-13 14:05:00+00:00,BANUSDT,70,FAILED_OR_PARTIAL,time_mid,1.1425378314591117,0.14281722893238896,14.146663876377687,9919.578930087657,-1.2744225117960584
