stop,tp,n,skip,wr,pf,expR,ret,dd,net,end,rule
8,12,54,2,0.48148148148148145,0.8751236840116642,-0.043087402613900525,-2.5043398720631216,-3.847801047126609,-250.43398720631413,9749.566012793688,8/12
8,16,54,2,0.48148148148148145,1.117074536980938,0.04950518997869207,2.4068957010142,-3.2331691788065164,240.68957010142088,10240.68957010142,8/16
8,20,54,2,0.48148148148148145,1.1294009491127956,0.05460467353426783,2.6574315304261242,-4.0846448909294,265.74315304261523,10265.743153042613,8/20
