symbol,time_utc,price,ret5_pct,range_pct,body_pct,close_pos,quote_volume_5m,volume24_usd,rvol,vol_accel_1h,range12_pct,trades,trades_accel,taker_buy_share,mfe_30m_pct,mae_30m_pct,mfe_1h_pct,mae_1h_pct,mfe_2h_pct,mae_2h_pct,mfe_4h_pct,mae_4h_pct,label
1000000BOBUSDT,2026-01-17T10:05:00+00:00,0.01899,4.05476566614007,10.273972602739722,39.48717948717948,0.3999999999999996,224670.83498,510276.50034,322.4542909680677,439.5716665799757,1.3269639065817351,1990,79.0728476821192,0.5976527299680577,6.371774618220116,2.106371774618232,6.371774618220116,2.106371774618232,6.371774618220116,2.106371774618232,6.371774618220116,2.106371774618232,FAILED_OR_PARTIAL
1000000BOBUSDT,2026-03-18T10:00:00+00:00,0.0116,3.8793103448276014,11.917098445595853,32.608695652173985,0.3405797101449276,123959.4273,585322.00752,136.95185685800033,129.52075256829718,3.4542314335060498,1472,27.6,0.5340946188769623,4.051724137931045,0.6896551724137945,4.051724137931045,-0.172413793103443,4.051724137931045,-2.931034482758621,4.051724137931045,-3.275862068965507,FAILED_OR_PARTIAL
1000000BOBUSDT,2026-04-03T07:10:00+00:00,0.01207,5.385252692626352,7.730673316708225,69.89247311827963,0.7419354838709685,159515.37735,797945.0445399999,152.75744598734914,20.13798333471938,11.69429097605894,2401,13.174211248285324,0.4482593098413907,11.433305716652844,-0.165700082850051,11.433305716652844,-4.142502071251042,11.433305716652844,-4.142502071251042,11.433305716652844,-9.527754763877391,FAILED_OR_PARTIAL
1000000BOBUSDT,2026-04-24T05:15:00+00:00,0.01446,2.904564315352709,9.197786998616865,31.57894736842112,0.3157894736842112,93121.64864,870722.9784,77.92768109511357,39.9127181227646,5.46875,1353,22.55,0.5475594853042327,3.388658367911468,1.5905947441217094,3.526970954356856,1.5905947441217094,3.6652835408022,1.5905947441217094,3.6652835408022,1.5905947441217094,FAILED_OR_PARTIAL
1000000BOBUSDT,2026-05-03T13:45:00+00:00,0.01331,6.08564988730278,11.17824773413898,54.72972972972971,0.5945945945945948,120091.47581,730004.47779,145.0419345996333,28.09297265297601,5.849802371541513,1057,10.72189349112426,0.4904110974802084,75.95792637114951,5.559729526671675,75.95792637114951,5.559729526671675,75.95792637114951,5.559729526671675,75.95792637114951,5.559729526671675,REAL_CONTINUATION
1000000BOBUSDT,2026-05-21T00:55:00+00:00,0.01436,3.7604456824512633,8.07799442896937,46.55172413793103,0.4655172413793103,113167.33532,739899.6642100001,89.52131734341224,43.66617494728398,4.565217391304355,1201,18.69260700389105,0.6718424758788426,4.317548746518107,0.6963788300835771,4.317548746518107,0.4874651810585106,4.317548746518107,0.4874651810585106,4.317548746518107,0.4874651810585106,FAILED_OR_PARTIAL
1000000BOBUSDT,2026-06-21T17:35:00+00:00,0.01339,4.630321135175497,16.129032258064523,28.83720930232552,0.3162790697674417,746362.12757,1555779.46533,694.1330187150324,25.804538840543675,14.334470989761105,8828,20.25932300631096,0.5054097278731782,7.542942494398797,-6.572068707991042,41.89693801344285,-6.572068707991042,41.89693801344285,-6.572068707991042,41.89693801344285,-6.572068707991042,REAL_CONTINUATION
1000XECUSDT,2026-06-28T13:20:00+00:00,0.00534,5.430711610486871,7.065217391304368,76.92307692307666,0.7798408488063648,853399.710987,1783081.885516,1038.72627177142,26.41918134588932,6.523875024562775,11684,15.921871451283216,0.5205174761346583,12.172284644194754,1.404494382022459,12.172284644194754,1.404494382022459,12.172284644194754,-1.217228464419473,12.172284644194754,-1.8164794007490603,FAILED_OR_PARTIAL
1000XECUSDT,2026-08-20T00:00:00+00:00,0.006549,5.451213925790199,5.819459294333296,93.70078740157466,0.9422572178477684,403231.211433,1926291.083815,132.1245377291142,89.2716007346386,8.644369041848442,9756,51.21259842519685,0.5988984947861017,6.260497785921504,3.0844403725759584,7.2072072072072,3.0844403725759584,9.176973583753243,3.0844403725759584,10.413803634142615,3.0844403725759584,FAILED_OR_PARTIAL
AIOTUSDT,2026-02-09T11:05:00+00:00,0.03259,5.277692543725077,6.971005552128329,76.10619469026528,0.8362831858407074,63627.99179,1518375.66912,19.549387839512924,5.171535402918312,6.144890038809847,1494,4.045126353790614,0.5591190820136994,7.394906413010127,-3.344584228290892,7.394906413010127,-3.344584228290892,7.394906413010127,-3.344584228290892,7.394906413010127,-3.344584228290892,FAILED_OR_PARTIAL
