ts,xsec_recommended,vol_momentum,blend,buy_hold
2021,5.199989012951955,1.2428770406315959,3.1810811826099377,14.444711694199352
2022,0.0,0.0,0.0,-0.7946481379069577
2023,0.7148011554224032,0.2551360348757694,0.5176333812883889,1.3716253122700497
2024,0.07304690697488225,0.39138525194568907,0.24903250206983119,0.3771240906029021
2025,-0.11390657923026026,-0.25605933515063073,-0.1701161192396453,-0.637356428624462
2026,0.05714668876354767,0.024918099460685905,0.04269747458854445,-0.2824295184845056
