strategy,wf_cagr,wf_sharpe,wf_sortino,wf_maxdd,wf_calmar,wf_total_return,fix_cagr,fix_sharpe,fix_maxdd,fix_total_return,grid_median_oos_sharpe,grid_frac_positive,n_params
xsec_mom,0.7713861064731056,1.2578460311516948,1.3997664637563212,-0.5955326207762357,1.2952877467361184,24.560059851661993,0.5857963519064651,1.0249027140246914,-0.6197932558360928,12.649008277382537,0.31876563789511103,0.8993055555555556,288.0
vol_momentum,0.31223481287938215,1.0447633663288687,1.217223070159254,-0.4254750140287047,0.7338499385026572,3.666031777600331,0.21290478127672618,0.8287274991238639,-0.41813849897608224,1.9865591490967076,0.18145769307265552,0.6319444444444444,288.0
ema_atr,0.15924050447252402,0.643312425948072,0.7093060165143641,-0.4565287600294974,0.34880716926187766,1.3108263590419686,0.1553234307618936,0.7137616776812602,-0.3175991177430605,1.2669128313329976,-0.049835667600705305,0.4111111111111111,360.0
BUY_AND_HOLD,0.19289449406168568,0.637197965872422,0.858856607326737,-0.8890589903308584,0.21696478654346776,1.717803823962778,,,,,,,
vol_breakout,0.041034112750627294,0.36594935468786005,0.3362684109648169,-0.2683527815288351,0.15291107666874726,0.2560299939966224,0.1590390233826997,0.9276224503044952,-0.18724932459275057,1.3085506355612413,0.2661685575233373,0.9739583333333334,768.0
donchian,0.039785675902161755,0.2891725844575532,0.2882070810610135,-0.40438827336418437,0.09838484081444056,0.24751560243486992,0.06370837643745553,0.6077067153502753,-0.14343248528363062,0.4192000133230014,0.12546390822096426,0.6818181818181818,264.0
rsi_bb,-0.0032718584245496896,0.08818097173905783,0.06455346381782745,-0.4062713442272876,-0.008053382230963491,-0.018405426858893237,0.03013032063053278,0.2953778417247596,-0.23244214908871397,0.183257263182923,0.44494438808257664,0.9446428571428571,576.0
